序号,BV号,时间,播放量,点赞,投币,分享,收藏,弹幕,评论,APP观看,网页观看,总观看,播赞比,周刊总分,周刊播放,周刊互动,周刊收藏,周刊硬币,周刊点赞,周刊修正A,周刊修正B,周刊修正C,周刊修正D,周刊基础播放,年刊总分,年刊播放,年刊互动,年刊收藏,年刊硬币,年刊点赞,年刊修正A,年刊修正B,年刊修正C
1078,BV1Y2oNB1ESs,2026-04-22T09:18:09.269007,689366,93917,74945,17934,51585,2839,10086,186,291,477,,,,,,,,,,,,,,,,,,,,,
1079,BV1Y2oNB1ESs,2026-04-22T09:19:25.761896,689568,93923,74951,17937,51592,2839,10091,173,294,467,,,,,,,,,,,,,,,,,,,,,
1080,BV1Y2oNB1ESs,2026-04-22T09:20:42.166769,689750,93937,74966,17938,51601,2840,10091,165,294,459,,,,,,,,,,,,,,,,,,,,,
1081,BV1Y2oNB1ESs,2026-04-22T09:21:58.604194,689933,93950,74970,17941,51606,2840,10094,160,298,458,,,,,,,,,,,,,,,,,,,,,
1082,BV1Y2oNB1ESs,2026-04-22T09:23:15.043474,690155,93963,74982,17945,51610,2840,10094,146,296,442,,,,,,,,,,,,,,,,,,,,,
1083,BV1Y2oNB1ESs,2026-04-22T09:24:31.507617,690356,93973,74990,17952,51616,2841,10095,125,302,427,,,,,,,,,,,,,,,,,,,,,
1084,BV1Y2oNB1ESs,2026-04-22T09:25:47.948858,690548,93986,75001,17955,51623,2841,10099,127,303,430,,,,,,,,,,,,,,,,,,,,,
1085,BV1Y2oNB1ESs,2026-04-22T09:27:04.423225,690750,94006,75008,17956,51627,2841,10100,129,303,432,,,,,,,,,,,,,,,,,,,,,
1086,BV1Y2oNB1ESs,2026-04-22T09:28:20.880996,690978,94021,75012,17962,51636,2841,10100,135,315,450,,,,,,,,,,,,,,,,,,,,,
1087,BV1Y2oNB1ESs,2026-04-22T09:29:37.327723,691182,94035,75025,17964,51642,2841,10100,145,318,463,,,,,,,,,,,,,,,,,,,,,
1088,BV1Y2oNB1ESs,2026-04-22T09:30:53.852819,691382,94046,75031,17965,51649,2841,10103,137,314,451,,,,,,,,,,,,,,,,,,,,,
1089,BV1Y2oNB1ESs,2026-04-22T09:32:09.694887,691577,94061,75047,17967,51655,2841,10107,149,315,464,,,,,,,,,,,,,,,,,,,,,
1090,BV1Y2oNB1ESs,2026-04-22T09:33:43.776061,691768,94078,75064,17971,51662,2841,10108,148,320,468,,,,,,,,,,,,,,,,,,,,,
1091,BV1Y2oNB1ESs,2026-04-22T09:34:59.666113,691976,94090,75075,17975,51672,2842,10108,155,312,467,,,,,,,,,,,,,,,,,,,,,
1092,BV1Y2oNB1ESs,2026-04-22T09:36:16.247591,692180,94102,75084,17977,51676,2842,10109,150,310,460,,,,,,,,,,,,,,,,,,,,,
1093,BV1Y2oNB1ESs,2026-04-22T09:37:32.779101,692378,94117,75100,17979,51683,2842,10109,158,316,474,,,,,,,,,,,,,,,,,,,,,
1094,BV1Y2oNB1ESs,2026-04-22T09:38:48.999596,692574,94130,75108,17982,51688,2842,10109,162,314,476,,,,,,,,,,,,,,,,,,,,,
1095,BV1Y2oNB1ESs,2026-04-22T09:40:07.395693,692783,94145,75120,17986,51693,2842,10111,157,312,469,,,,,,,,,,,,,,,,,,,,,
1096,BV1Y2oNB1ESs,2026-04-22T09:41:23.654422,692996,94154,75128,17986,51701,2843,10111,162,312,474,,,,,,,,,,,,,,,,,,,,,
1097,BV1Y2oNB1ESs,2026-04-22T09:43:55.559601,693407,94180,75147,17991,51717,2844,10112,142,319,461,,,,,,,,,,,,,,,,,,,,,
1098,BV1Y2oNB1ESs,2026-04-22T09:45:11.238540,693607,94194,75159,17996,51725,2845,10113,151,325,476,,,,,,,,,,,,,,,,,,,,,
1099,BV1Y2oNB1ESs,2026-04-22T09:46:27.756948,693827,94206,75171,18001,51731,2845,10113,146,313,459,,,,,,,,,,,,,,,,,,,,,
1100,BV1Y2oNB1ESs,2026-04-22T09:47:44.316191,694043,94218,75178,18006,51738,2845,10116,139,319,458,,,,,,,,,,,,,,,,,,,,,
1101,BV1Y2oNB1ESs,2026-04-22T09:49:00.823127,694286,94234,75196,18008,51750,2845,10117,166,324,490,,,,,,,,,,,,,,,,,,,,,
1102,BV1Y2oNB1ESs,2026-04-22T09:50:17.279277,694519,94242,75200,18012,51757,2845,10119,160,325,485,,,,,,,,,,,,,,,,,,,,,
1103,BV1Y2oNB1ESs,2026-04-22T09:51:33.807549,694743,94254,75210,18013,51764,2845,10123,152,337,489,,,,,,,,,,,,,,,,,,,,,
1104,BV1Y2oNB1ESs,2026-04-22T09:52:50.369717,694973,94271,75222,18015,51771,2845,10124,162,337,499,,,,,,,,,,,,,,,,,,,,,
1105,BV1Y2oNB1ESs,2026-04-22T09:54:06.974429,695202,94282,75233,18019,51780,2845,10124,183,341,524,,,,,,,,,,,,,,,,,,,,,
1106,BV1Y2oNB1ESs,2026-04-22T09:55:23.392805,695424,94302,75245,18023,51791,2847,10129,169,344,513,,,,,,,,,,,,,,,,,,,,,
1107,BV1Y2oNB1ESs,2026-04-22T09:56:40.541991,695670,94323,75263,18024,51801,2847,10133,181,344,525,,,,,,,,,,,,,,,,,,,,,
1108,BV1Y2oNB1ESs,2026-04-22T09:57:57.045243,695895,94335,75271,18029,51811,2847,10134,183,348,531,,,,,,,,,,,,,,,,,,,,,
1109,BV1Y2oNB1ESs,2026-04-22T09:59:13.517727,696119,94346,75275,18032,51817,2847,10136,165,348,513,,,,,,,,,,,,,,,,,,,,,
1110,BV1Y2oNB1ESs,2026-04-22T10:00:30.104321,696325,94361,75283,18036,51821,2848,10136,156,345,501,,,,,,,,,,,,,,,,,,,,,
1111,BV1Y2oNB1ESs,2026-04-22T10:01:47.182796,696552,94375,75296,18038,51829,2848,10139,155,344,499,,,,,,,,,,,,,,,,,,,,,
1112,BV1Y2oNB1ESs,2026-04-22T10:03:03.484198,696747,94384,75302,18040,51832,2849,10141,158,338,496,,,,,,,,,,,,,,,,,,,,,
1113,BV1Y2oNB1ESs,2026-04-22T10:04:20.069713,696944,94400,75318,18045,51843,2851,10142,144,351,495,,,,,,,,,,,,,,,,,,,,,
1114,BV1Y2oNB1ESs,2026-04-22T10:05:36.647868,697150,94410,75322,18052,51848,2851,10142,141,356,497,,,,,,,,,,,,,,,,,,,,,
1115,BV1Y2oNB1ESs,2026-04-22T10:06:53.256447,697554,94425,75338,18054,51854,2851,10142,151,367,518,,,,,,,,,,,,,,,,,,,,,
1116,BV1Y2oNB1ESs,2026-04-22T10:08:09.831966,697749,94444,75346,18056,51862,2851,10144,141,363,504,,,,,,,,,,,,,,,,,,,,,
1117,BV1Y2oNB1ESs,2026-04-22T10:09:26.081323,697935,94463,75363,18057,51873,2852,10148,152,356,508,,,,,,,,,,,,,,,,,,,,,
1118,BV1Y2oNB1ESs,2026-04-22T10:10:42.885121,698087,94470,75370,18059,51879,2854,10152,143,368,511,,,,,,,,,,,,,,,,,,,,,
1119,BV1Y2oNB1ESs,2026-04-22T10:11:59.191504,698258,94477,75384,18060,51886,2855,10152,138,361,499,,,,,,,,,,,,,,,,,,,,,
1120,BV1Y2oNB1ESs,2026-04-22T10:13:15.614700,698428,94495,75404,18061,51891,2855,10154,135,363,498,,,,,,,,,,,,,,,,,,,,,
1121,BV1Y2oNB1ESs,2026-04-22T10:14:32.110407,698625,94512,75408,18063,51895,2855,10155,130,352,482,,,,,,,,,,,,,,,,,,,,,
1122,BV1Y2oNB1ESs,2026-04-22T10:15:48.666595,698799,94525,75416,18064,51903,2855,10155,136,359,495,,,,,,,,,,,,,,,,,,,,,
1123,BV1Y2oNB1ESs,2026-04-22T10:17:05.131686,698954,94540,75428,18072,51912,2855,10156,137,363,500,,,,,,,,,,,,,,,,,,,,,
1124,BV1Y2oNB1ESs,2026-04-22T10:18:21.621074,699137,94559,75433,18072,51920,2855,10158,126,359,485,,,,,,,,,,,,,,,,,,,,,
1125,BV1Y2oNB1ESs,2026-04-22T10:19:38.042484,699321,94564,75441,18078,51925,2855,10160,136,368,504,,,,,,,,,,,,,,,,,,,,,
1126,BV1Y2oNB1ESs,2026-04-22T10:20:53.673179,699490,94570,75449,18080,51927,2855,10162,139,368,507,,,,,,,,,,,,,,,,,,,,,
1127,BV1Y2oNB1ESs,2026-04-22T10:22:10.206150,699647,94581,75457,18081,51933,2856,10165,130,370,500,,,,,,,,,,,,,,,,,,,,,
1128,BV1Y2oNB1ESs,2026-04-22T10:23:26.709262,699803,94597,75475,18085,51942,2856,10165,136,367,503,,,,,,,,,,,,,,,,,,,,,
1129,BV1Y2oNB1ESs,2026-04-22T10:24:43.280128,699960,94606,75480,18087,51947,2856,10167,131,377,508,,,,,,,,,,,,,,,,,,,,,
1130,BV1Y2oNB1ESs,2026-04-22T10:25:59.818939,700163,94617,75486,18088,51957,2856,10167,132,377,509,,,,,,,,,,,,,,,,,,,,,
1131,BV1Y2oNB1ESs,2026-04-22T10:27:16.381997,700325,94629,75496,18090,51966,2856,10169,137,378,515,,,,,,,,,,,,,,,,,,,,,
1132,BV1Y2oNB1ESs,2026-04-22T10:28:32.897388,700484,94635,75507,18091,51975,2856,10172,136,371,507,,,,,,,,,,,,,,,,,,,,,
1133,BV1Y2oNB1ESs,2026-04-22T10:29:49.476546,700640,94647,75513,18092,51980,2856,10173,135,375,510,,,,,,,,,,,,,,,,,,,,,
1134,BV1Y2oNB1ESs,2026-04-22T10:31:06.021144,700798,94660,75521,18094,51986,2856,10175,134,388,522,,,,,,,,,,,,,,,,,,,,,
1135,BV1Y2oNB1ESs,2026-04-22T10:32:21.897270,700949,94675,75537,18096,51991,2856,10176,131,380,511,,,,,,,,,,,,,,,,,,,,,
1136,BV1Y2oNB1ESs,2026-04-22T10:33:38.424713,701103,94691,75545,18100,51999,2856,10177,142,386,528,,,,,,,,,,,,,,,,,,,,,
1137,BV1Y2oNB1ESs,2026-04-22T10:34:54.975608,701283,94704,75557,18105,52008,2856,10177,139,386,525,,,,,,,,,,,,,,,,,,,,,
1138,BV1Y2oNB1ESs,2026-04-22T10:36:11.507325,701415,94716,75570,18106,52016,2856,10182,145,384,529,,,,,,,,,,,,,,,,,,,,,
1139,BV1Y2oNB1ESs,2026-04-22T10:37:28.032451,701597,94727,75576,18106,52021,2858,10182,134,385,519,,,,,,,,,,,,,,,,,,,,,
1140,BV1Y2oNB1ESs,2026-04-22T10:38:44.553432,701762,94740,75586,18109,52031,2858,10184,140,392,532,,,,,,,,,,,,,,,,,,,,,
1141,BV1Y2oNB1ESs,2026-04-22T10:40:01.141794,701917,94749,75594,18112,52032,2859,10185,132,393,525,,,,,,,,,,,,,,,,,,,,,
1142,BV1Y2oNB1ESs,2026-04-22T10:41:17.749297,702096,94758,75604,18115,52034,2859,10187,146,393,539,,,,,,,,,,,,,,,,,,,,,
1143,BV1Y2oNB1ESs,2026-04-22T10:42:34.333415,702273,94775,75618,18118,52047,2859,10189,144,389,533,,,,,,,,,,,,,,,,,,,,,
1144,BV1Y2oNB1ESs,2026-04-22T10:43:50.859121,702440,94786,75626,18123,52055,2859,10190,155,394,549,,,,,,,,,,,,,,,,,,,,,
1145,BV1Y2oNB1ESs,2026-04-22T10:45:07.364547,702622,94803,75638,18126,52063,2859,10190,156,394,550,,,,,,,,,,,,,,,,,,,,,
1146,BV1Y2oNB1ESs,2026-04-22T10:46:23.931896,702777,94812,75644,18130,52068,2861,10191,146,400,546,,,,,,,,,,,,,,,,,,,,,
1147,BV1Y2oNB1ESs,2026-04-22T10:47:40.518096,702943,94824,75651,18133,52075,2861,10192,144,402,546,,,,,,,,,,,,,,,,,,,,,
1148,BV1Y2oNB1ESs,2026-04-22T10:48:57.043029,703127,94835,75657,18135,52077,2862,10192,149,401,550,,,,,,,,,,,,,,,,,,,,,
1149,BV1Y2oNB1ESs,2026-04-22T10:50:13.598209,703302,94859,75672,18136,52083,2862,10195,156,398,554,,,,,,,,,,,,,,,,,,,,,
1150,BV1Y2oNB1ESs,2026-04-22T10:51:30.079259,703486,94871,75681,18142,52091,2862,10194,164,403,567,,,,,,,,,,,,,,,,,,,,,
1151,BV1Y2oNB1ESs,2026-04-22T10:52:46.645139,703648,94885,75695,18143,52098,2863,10194,153,405,558,,,,,,,,,,,,,,,,,,,,,
1152,BV1Y2oNB1ESs,2026-04-22T10:54:03.134567,703805,94901,75704,18146,52104,2863,10198,146,410,556,,,,,,,,,,,,,,,,,,,,,
1153,BV1Y2oNB1ESs,2026-04-22T10:55:19.692609,703978,94917,75706,18149,52110,2863,10199,161,415,576,,,,,,,,,,,,,,,,,,,,,
1154,BV1Y2oNB1ESs,2026-04-22T10:56:36.273388,704143,94935,75722,18151,52120,2863,10200,159,411,570,,,,,,,,,,,,,,,,,,,,,
1155,BV1Y2oNB1ESs,2026-04-22T10:57:52.853419,704318,94942,75726,18154,52128,2863,10200,146,401,547,,,,,,,,,,,,,,,,,,,,,
1156,BV1Y2oNB1ESs,2026-04-22T10:59:09.393341,704496,94953,75732,18165,52136,2864,10200,135,412,547,,,,,,,,,,,,,,,,,,,,,
1157,BV1Y2oNB1ESs,2026-04-22T11:00:25.957923,704663,94963,75737,18167,52139,2864,10201,136,409,545,,,,,,,,,,,,,,,,,,,,,
1158,BV1Y2oNB1ESs,2026-04-22T11:01:42.510575,704824,94980,75745,18168,52146,2865,10202,139,414,553,,,,,,,,,,,,,,,,,,,,,
1159,BV1Y2oNB1ESs,2026-04-22T11:02:59.017640,704971,94991,75749,18171,52149,2865,10202,141,420,561,,,,,,,,,,,,,,,,,,,,,
1160,BV1Y2oNB1ESs,2026-04-22T11:04:15.569733,705114,95007,75767,18174,52155,2865,10205,146,421,567,,,,,,,,,,,,,,,,,,,,,
1161,BV1Y2oNB1ESs,2026-04-22T11:05:32.130992,705259,95023,75775,18178,52163,2865,10208,141,422,563,,,,,,,,,,,,,,,,,,,,,
1162,BV1Y2oNB1ESs,2026-04-22T11:06:48.669389,705415,95042,75785,18179,52168,2865,10208,130,426,556,,,,,,,,,,,,,,,,,,,,,
1163,BV1Y2oNB1ESs,2026-04-22T11:08:05.190254,705565,95056,75791,18182,52175,2866,10210,135,428,563,,,,,,,,,,,,,,,,,,,,,
1164,BV1Y2oNB1ESs,2026-04-22T11:09:21.733425,705714,95070,75799,18184,52181,2866,10212,158,417,575,,,,,,,,,,,,,,,,,,,,,
1165,BV1Y2oNB1ESs,2026-04-22T11:10:38.371692,705865,95082,75804,18188,52185,2867,10213,155,419,574,,,,,,,,,,,,,,,,,,,,,
1166,BV1Y2oNB1ESs,2026-04-22T11:11:54.837753,706015,95091,75810,18193,52191,2867,10216,140,407,547,,,,,,,,,,,,,,,,,,,,,
1167,BV1Y2oNB1ESs,2026-04-22T11:13:11.434427,706154,95101,75823,18195,52198,2867,10216,146,406,552,,,,,,,,,,,,,,,,,,,,,
1168,BV1Y2oNB1ESs,2026-04-22T11:14:28.022316,706310,95110,75832,18195,52202,2867,10218,132,412,544,,,,,,,,,,,,,,,,,,,,,
1169,BV1Y2oNB1ESs,2026-04-22T11:15:44.529217,706446,95126,75846,18197,52209,2868,10219,137,412,549,,,,,,,,,,,,,,,,,,,,,
1170,BV1Y2oNB1ESs,2026-04-22T11:17:01.029218,706594,95133,75848,18199,52211,2869,10221,140,416,556,,,,,,,,,,,,,,,,,,,,,
1171,BV1Y2oNB1ESs,2026-04-22T11:18:17.549705,706728,95147,75865,18200,52222,2869,10223,138,420,558,,,,,,,,,,,,,,,,,,,,,
1172,BV1Y2oNB1ESs,2026-04-22T11:19:34.008906,706869,95168,75879,18204,52235,2869,10223,141,415,556,,,,,,,,,,,,,,,,,,,,,
1173,BV1Y2oNB1ESs,2026-04-22T11:20:50.523846,707005,95178,75891,18205,52246,2869,10226,149,416,565,,,,,,,,,,,,,,,,,,,,,
1174,BV1Y2oNB1ESs,2026-04-22T11:22:07.061273,707160,95187,75893,18210,52256,2871,10227,147,418,565,,,,,,,,,,,,,,,,,,,,,
1175,BV1Y2oNB1ESs,2026-04-22T11:23:23.615937,707313,95198,75898,18218,52259,2871,10230,137,415,552,,,,,,,,,,,,,,,,,,,,,
1176,BV1Y2oNB1ESs,2026-04-22T11:24:40.122621,707462,95214,75916,18220,52273,2872,10230,125,423,548,,,,,,,,,,,,,,,,,,,,,
1177,BV1Y2oNB1ESs,2026-04-22T11:25:56.632965,707615,95230,75934,18223,52286,2872,10231,142,432,574,,,,,,,,,,,,,,,,,,,,,
1178,BV1Y2oNB1ESs,2026-04-22T11:27:12.262872,707786,95243,75952,18227,52292,2872,10232,145,445,590,,,,,,,,,,,,,,,,,,,,,
1179,BV1Y2oNB1ESs,2026-04-22T11:28:28.807902,707980,95258,75962,18232,52302,2872,10232,152,442,594,,,,,,,,,,,,,,,,,,,,,
1180,BV1Y2oNB1ESs,2026-04-22T11:29:45.269192,708162,95271,75976,18233,52307,2873,10237,157,444,601,,,,,,,,,,,,,,,,,,,,,
1181,BV1Y2oNB1ESs,2026-04-22T11:31:01.777627,708318,95281,75988,18235,52320,2874,10239,150,438,588,,,,,,,,,,,,,,,,,,,,,
1182,BV1Y2oNB1ESs,2026-04-22T11:32:18.333204,708490,95297,75994,18238,52325,2875,10242,150,434,584,,,,,,,,,,,,,,,,,,,,,
1183,BV1Y2oNB1ESs,2026-04-22T11:33:34.832281,708640,95307,76008,18243,52334,2875,10245,155,431,586,,,,,,,,,,,,,,,,,,,,,
1184,BV1Y2oNB1ESs,2026-04-22T11:34:51.413834,709046,95319,76018,18249,52338,2876,10247,157,436,593,,,,,,,,,,,,,,,,,,,,,
1185,BV1Y2oNB1ESs,2026-04-22T11:36:07.169620,709232,95331,76026,18250,52350,2876,10248,173,450,623,,,,,,,,,,,,,,,,,,,,,
1186,BV1Y2oNB1ESs,2026-04-22T11:37:23.774554,709409,95339,76034,18252,52357,2877,10249,183,456,639,,,,,,,,,,,,,,,,,,,,,
1187,BV1Y2oNB1ESs,2026-04-22T11:38:40.308760,709609,95350,76042,18253,52363,2877,10249,165,456,621,,,,,,,,,,,,,,,,,,,,,
1188,BV1Y2oNB1ESs,2026-04-22T11:39:56.909322,709796,95368,76054,18256,52373,2878,10250,168,454,622,,,,,,,,,,,,,,,,,,,,,
1189,BV1Y2oNB1ESs,2026-04-22T11:41:13.437276,710021,95379,76060,18264,52380,2878,10252,173,450,623,,,,,,,,,,,,,,,,,,,,,
1190,BV1Y2oNB1ESs,2026-04-22T11:42:30.054077,710239,95393,76069,18267,52384,2879,10254,172,441,613,,,,,,,,,,,,,,,,,,,,,
1191,BV1Y2oNB1ESs,2026-04-22T11:43:46.571592,710450,95411,76085,18272,52397,2880,10254,167,441,608,,,,,,,,,,,,,,,,,,,,,
1192,BV1Y2oNB1ESs,2026-04-22T11:45:03.104819,710682,95421,76086,18273,52401,2881,10254,170,435,605,,,,,,,,,,,,,,,,,,,,,
1193,BV1Y2oNB1ESs,2026-04-22T11:46:18.753260,710868,95438,76101,18276,52409,2882,10254,163,444,607,,,,,,,,,,,,,,,,,,,,,
1194,BV1Y2oNB1ESs,2026-04-22T11:47:35.277716,711064,95455,76115,18279,52421,2883,10256,194,439,633,,,,,,,,,,,,,,,,,,,,,
1195,BV1Y2oNB1ESs,2026-04-22T11:48:51.817100,711285,95477,76126,18283,52428,2883,10257,168,444,612,,,,,,,,,,,,,,,,,,,,,
1196,BV1Y2oNB1ESs,2026-04-22T11:50:08.401167,711504,95494,76132,18288,52437,2883,10259,176,440,616,,,,,,,,,,,,,,,,,,,,,
1197,BV1Y2oNB1ESs,2026-04-22T11:51:24.898522,711693,95510,76147,18290,52445,2883,10262,189,446,635,,,,,,,,,,,,,,,,,,,,,
1198,BV1Y2oNB1ESs,2026-04-22T11:52:41.436939,711877,95519,76152,18298,52451,2883,10262,165,466,631,,,,,,,,,,,,,,,,,,,,,
1199,BV1Y2oNB1ESs,2026-04-22T11:53:57.983112,712057,95529,76160,18302,52458,2884,10265,155,467,622,,,,,,,,,,,,,,,,,,,,,
1200,BV1Y2oNB1ESs,2026-04-22T11:55:14.527183,712264,95551,76183,18306,52470,2884,10267,180,475,655,,,,,,,,,,,,,,,,,,,,,
1201,BV1Y2oNB1ESs,2026-04-22T11:56:31.024541,712460,95573,76200,18310,52474,2884,10268,170,484,654,,,,,,,,,,,,,,,,,,,,,
1202,BV1Y2oNB1ESs,2026-04-22T11:57:47.516929,712695,95592,76217,18314,52485,2884,10269,170,479,649,,,,,,,,,,,,,,,,,,,,,
1203,BV1Y2oNB1ESs,2026-04-22T11:59:04.085043,712901,95606,76226,18316,52498,2884,10271,169,482,651,,,,,,,,,,,,,,,,,,,,,
1204,BV1Y2oNB1ESs,2026-04-22T12:00:20.690628,713097,95623,76237,18318,52507,2884,10273,156,480,636,,,,,,,,,,,,,,,,,,,,,
1205,BV1Y2oNB1ESs,2026-04-22T12:01:37.268660,713330,95643,76244,18323,52519,2884,10276,157,480,637,,,,,,,,,,,,,,,,,,,,,
1206,BV1Y2oNB1ESs,2026-04-22T12:25:21.225076,718530,96132,76608,18413,52797,2908,10321,245,601,846,,,,,,,,,,,,,,,,,,,,,
1207,BV1Y2oNB1ESs,2026-04-22T12:26:36.948207,718895,96160,76622,18414,52818,2908,10323,221,611,832,,,,,,,,,,,,,,,,,,,,,
1208,BV1Y2oNB1ESs,2026-04-22T12:27:53.416395,719203,96192,76646,18416,52834,2908,10324,263,622,885,,,,,,,,,,,,,,,,,,,,,
1209,BV1Y2oNB1ESs,2026-04-22T12:29:09.745887,719527,96235,76678,18421,52848,2908,10327,268,625,893,,,,,,,,,,,,,,,,,,,,,
1210,BV1Y2oNB1ESs,2026-04-22T12:30:25.463926,719857,96259,76697,18428,52866,2908,10329,269,620,889,,,,,,,,,,,,,,,,,,,,,
1211,BV1Y2oNB1ESs,2026-04-22T12:31:41.964337,720177,96294,76728,18434,52888,2909,10331,266,618,884,,,,,,,,,,,,,,,,,,,,,
1212,BV1Y2oNB1ESs,2026-04-22T12:32:58.475830,720464,96329,76760,18439,52915,2911,10333,257,624,881,,,,,,,,,,,,,,,,,,,,,
1213,BV1Y2oNB1ESs,2026-04-22T12:34:15.034718,720773,96363,76788,18442,52933,2911,10338,259,620,879,,,,,,,,,,,,,,,,,,,,,
1214,BV1Y2oNB1ESs,2026-04-22T12:35:31.550551,721080,96391,76810,18446,52952,2912,10345,264,624,888,,,,,,,,,,,,,,,,,,,,,
1215,BV1Y2oNB1ESs,2026-04-22T12:36:48.151271,721404,96421,76826,18452,52966,2912,10349,261,631,892,,,,,,,,,,,,,,,,,,,,,
1216,BV1Y2oNB1ESs,2026-04-22T12:38:03.793974,721697,96456,76852,18459,52987,2912,10352,281,628,909,,,,,,,,,,,,,,,,,,,,,
1217,BV1Y2oNB1ESs,2026-04-22T12:39:20.325329,722002,96495,76886,18462,53009,2915,10354,277,635,912,,,,,,,,,,,,,,,,,,,,,
1218,BV1Y2oNB1ESs,2026-04-22T12:40:36.798327,722321,96532,76916,18472,53027,2917,10358,261,639,900,,,,,,,,,,,,,,,,,,,,,
1219,BV1Y2oNB1ESs,2026-04-22T12:41:53.333988,722606,96560,76944,18479,53041,2919,10365,279,653,932,,,,,,,,,,,,,,,,,,,,,
1220,BV1Y2oNB1ESs,2026-04-22T12:43:08.973726,722918,96594,76967,18483,53055,2920,10371,292,660,952,,,,,,,,,,,,,,,,,,,,,
1221,BV1Y2oNB1ESs,2026-04-22T12:44:24.725100,723212,96620,76984,18492,53072,2921,10372,275,651,926,,,,,,,,,,,,,,,,,,,,,
1222,BV1Y2oNB1ESs,2026-04-22T12:45:41.278790,723489,96647,77014,18493,53083,2921,10374,252,677,929,,,,,,,,,,,,,,,,,,,,,
1223,BV1Y2oNB1ESs,2026-04-22T12:46:57.799977,723777,96680,77038,18496,53104,2922,10377,259,669,928,,,,,,,,,,,,,,,,,,,,,
1224,BV1Y2oNB1ESs,2026-04-22T12:48:14.376324,724077,96706,77058,18498,53122,2927,10378,253,663,916,,,,,,,,,,,,,,,,,,,,,
1225,BV1Y2oNB1ESs,2026-04-22T12:49:30.894231,724362,96738,77074,18506,53139,2929,10383,248,655,903,,,,,,,,,,,,,,,,,,,,,
1226,BV1Y2oNB1ESs,2026-04-22T12:50:47.507902,724629,96766,77086,18509,53164,2929,10387,284,640,924,,,,,,,,,,,,,,,,,,,,,
1227,BV1Y2oNB1ESs,2026-04-22T12:52:03.519769,724885,96787,77102,18514,53175,2931,10389,267,632,899,,,,,,,,,,,,,,,,,,,,,
1228,BV1Y2oNB1ESs,2026-04-22T12:53:20.099551,725170,96815,77123,18518,53188,2933,10395,243,629,872,,,,,,,,,,,,,,,,,,,,,
1229,BV1Y2oNB1ESs,2026-04-22T12:54:36.657554,725446,96845,77149,18520,53200,2934,10396,264,639,903,,,,,,,,,,,,,,,,,,,,,
1230,BV1Y2oNB1ESs,2026-04-22T12:55:53.245736,725702,96873,77170,18527,53218,2935,10399,277,643,920,,,,,,,,,,,,,,,,,,,,,
1231,BV1Y2oNB1ESs,2026-04-22T12:57:09.068239,725942,96893,77201,18534,53235,2937,10402,268,639,907,,,,,,,,,,,,,,,,,,,,,
1232,BV1Y2oNB1ESs,2026-04-22T12:58:24.684646,726242,96923,77222,18542,53255,2938,10403,261,651,912,,,,,,,,,,,,,,,,,,,,,
1233,BV1Y2oNB1ESs,2026-04-22T12:59:40.339735,726559,96954,77250,18548,53280,2939,10405,277,669,946,,,,,,,,,,,,,,,,,,,,,
1234,BV1Y2oNB1ESs,2026-04-22T13:00:56.887794,726894,96985,77264,18550,53290,2941,10406,291,665,956,,,,,,,,,,,,,,,,,,,,,
1235,BV1Y2oNB1ESs,2026-04-22T13:02:13.439670,727244,97016,77279,18554,53308,2943,10410,280,680,960,,,,,,,,,,,,,,,,,,,,,
1236,BV1Y2oNB1ESs,2026-04-22T13:03:29.974361,727576,97045,77301,18556,53329,2943,10414,279,680,959,,,,,,,,,,,,,,,,,,,,,
1237,BV1Y2oNB1ESs,2026-04-22T13:04:46.575221,727916,97072,77321,18566,53349,2943,10417,276,683,959,,,,,,,,,,,,,,,,,,,,,
1238,BV1Y2oNB1ESs,2026-04-22T13:06:03.040334,728232,97104,77348,18571,53367,2943,10420,275,675,950,,,,,,,,,,,,,,,,,,,,,
1239,BV1Y2oNB1ESs,2026-04-22T13:07:19.634071,728544,97133,77366,18574,53381,2946,10425,260,682,942,,,,,,,,,,,,,,,,,,,,,
1240,BV1Y2oNB1ESs,2026-04-22T13:08:36.188057,728882,97166,77390,18580,53401,2946,10431,281,669,950,,,,,,,,,,,,,,,,,,,,,
1241,BV1Y2oNB1ESs,2026-04-22T13:09:52.855152,729207,97198,77409,18586,53420,2948,10436,268,671,939,,,,,,,,,,,,,,,,,,,,,
1242,BV1Y2oNB1ESs,2026-04-22T13:11:09.391321,729555,97230,77427,18588,53433,2952,10445,260,671,931,,,,,,,,,,,,,,,,,,,,,
1243,BV1Y2oNB1ESs,2026-04-22T13:12:25.992723,729875,97256,77451,18596,53449,2954,10448,271,685,956,,,,,,,,,,,,,,,,,,,,,
1244,BV1Y2oNB1ESs,2026-04-22T13:13:41.667095,730196,97289,77464,18602,53460,2955,10451,275,682,957,,,,,,,,,,,,,,,,,,,,,
1245,BV1Y2oNB1ESs,2026-04-22T13:14:57.355212,730524,97312,77486,18607,53485,2955,10457,264,680,944,,,,,,,,,,,,,,,,,,,,,
1246,BV1Y2oNB1ESs,2026-04-22T13:16:13.715539,730866,97335,77506,18612,53509,2955,10460,268,674,942,,,,,,,,,,,,,,,,,,,,,
1247,BV1Y2oNB1ESs,2026-04-22T13:17:29.317038,731186,97359,77522,18624,53530,2956,10460,258,676,934,,,,,,,,,,,,,,,,,,,,,
